tweet_id;username;likes;retweet
1349250745103573000;visitortwt1;;
1347880787400478700;visitortwt1;;
1334517826544148500;visitortwt1;;
1334069664981237800;visitortwt1;;
1327051007323377700;visitortwt1;;
1326801702318583800;visitortwt1;;
1311111913225379800;visitortwt1;;
1353836542415024000;adalahiu;;
1353302167000498200;adalahiu;;
1353204559150112800;adalahiu;;
1352046210593349600;adalahiu;;
1351036165311385600;adalahiu;;
1350418988627443700;adalahiu;;
1350254675019198500;adalahiu;;
1350066146544738300;adalahiu;;
1348973540171608000;adalahiu;;
1348817491284291600;adalahiu;;
1348812744686899200;adalahiu;;
1348811232392794000;adalahiu;;
1348284257001635800;adalahiu;;
1348280038592966700;adalahiu;;
1348274192798470100;adalahiu;;
1348240138472603600;adalahiu;;
1348176559073423400;adalahiu;;
1348175797417349000;adalahiu;;
1348072747813929000;adalahiu;;
1345328137828089900;adalahiu;;
1344494610370887700;adalahiu;;
1342094961420845000;adalahiu;;
1340447297155588000;adalahiu;;
1340071884512133000;adalahiu;;
1339816098099650600;adalahiu;;
1339778075454673000;adalahiu;;
1339761098031915000;adalahiu;;
1339739828225626000;adalahiu;;
1339472345329647600;adalahiu;;
1339460988639187000;adalahiu;;
1339193909658800000;adalahiu;;
1339131911684276200;adalahiu;;
1339078302821011500;adalahiu;;
1338729482534834200;adalahiu;;
1338128813046157300;adalahiu;;
1337947868896895000;adalahiu;;
1334168759422963700;adalahiu;;
1330320312295170000;adalahiu;;
1329624890798837800;adalahiu;;
1325998278350000000;adalahiu;;
1311592429515014100;adalahiu;;
1302630478030073900;adalahiu;;
1302105326548709400;adalahiu;;
1301924810998427600;adalahiu;;
1300454110580207600;adalahiu;;
1299173805722538000;adalahiu;;
1296990734193528800;adalahiu;;
1296685761379463200;adalahiu;;
1295937205978804200;adalahiu;;
1293726794680418300;adalahiu;;
1293469003793358800;adalahiu;;
1290505080391704600;adalahiu;;
1348751920312307700;sibokongbesi;;
1337585262604345300;sibokongbesi;;
1336919183079002000;sibokongbesi;;
1303918969632424000;sibokongbesi;;
1348873938797883400;kavindraoemar;;
1348523419164319700;kavindraoemar;;
1349325536405778400;ayon64475025;;
1346436724696567800;ayon64475025;;
1340889558326497300;ayon64475025;;
1339926972466524200;ayon64475025;;
1339591562863362000;ayon64475025;;
1335770308867809300;ayon64475025;;
1329336673067364400;ayon64475025;;
1302455694881251300;abdulaye_jibril;;
1355599159911469000;radioelshinta;;
