tweet_id;username;likes;retweet
1337953449049112600;_gagan_algarni_;;
1349963550119248000;diredjarahmat;nila_mrt;
1349213597281390600;diredjarahmat;Sutrisn75924101,DiredjaRahmat,ChristNenden,hendriprabowo;
1349201730949443600;diredjarahmat;GusJengking,ReshaRakasiwiP1,MAMARAISA22,dave_otek,DiredjaRahmat,banjar_sqaz,SubhanErry,XTimur2,PapahB;YoyokSubandriy3
1349173448115843000;diredjarahmat;;
1347449053727006700;diredjarahmat;guhendulenlove,NenkNgapak;
1325992612088619000;diredjarahmat;;
1319601616501182500;diredjarahmat;kenhans03;
1295345917826986000;diredjarahmat;;
1295223164163694600;diredjarahmat;IraTusirah,Dy53749810,EddyWilmy;
1334157096862957600;mit_psbg;;
1328957591884607500;mit_psbg;sambelkelewek,imanr81,AYAHTONY;
1349253059478573000;yudiirahman;;
1339194410727219200;novablyze;;
1339189930937892900;novablyze;;
1339184217318588400;novablyze;OG_Whip,veridiana_vm,mowglindo,kurusuntukmakan,androbachtiar;
1337702493493502000;novablyze;;
1336683128476160000;novablyze;;
1333248202565292000;novablyze;ariefkautsar,blcknme,hunghingdailo,Sarasa_Sajiwa_S;
1313295451794276400;novablyze;;
1308231009222062000;novablyze;;
1299778989356019700;novablyze;;
1295042149583483000;novablyze;aguztachaynov;
1292732187935006700;novablyze;;
1290898982009540600;novablyze;sundelpolitik,NashirMukminin,nanda_setyan431,semangka_kk;setyaadipurnomo
1346971583596753000;softliner242;;
1336935570807824400;ejahaha;dewichane;
1328678627001598000;ejahaha;;
1328523524802187300;ejahaha;;
1351369919783342000;clickbandung;Biano64,b0ij0j0,Igo_winata;seputaran_bdg,b0ij0j0,Igo_winata
1349904413364682800;clickbandung;Biano64,luqman78,RKmiddleeast;
1349636362954186800;clickbandung;Yayat_Bebeb_;
1349636013375725600;clickbandung;Biano64,Yayat_Bebeb_,ljwardani01,PAjaweh;
1349551874832171000;clickbandung;Yayat_Bebeb_,Dyasvi_Ratna,lord_sbt;gojekbeks,ZoneVenomWar
1349551106980868000;clickbandung;pratamadhityar;
1349516249248632800;clickbandung;drasidin;raflychalil,Icahfirmansyah,anggifatmah
1349280154644742100;clickbandung;Biano64,drasidin,Heroepoetranto,dhaer23,rizalkizul666,iqbal_lana;ACEALIR89,Aldoaria,eka_tari
1349278814950494200;clickbandung;AsshiddiqMabrur,PurwadinataEsti,miebasoka1;
1349191004759314400;clickbandung;BdgCmc,PAjaweh;
1349167676883488800;clickbandung;Biano64,PAjaweh,drasidin,ashisicha,Cikilays1;dedihermanto813
1345243709193900000;clickbandung;Dave_791985,Biano64,SmartSakti,RKmiddleeast,dhaer23,aldimizwa_33,Nyonyondh;zulsense,echacha_ra,SmartSakti,Taikunja
1339133761099759600;clickbandung;;
1339132100935471000;clickbandung;;
1335809407590912000;clickbandung;;
1335803871629701000;clickbandung;mamiekane;andiirwn_
1319487064908255200;clickbandung;;evimeti,tawaibal
1311653103486201900;clickbandung;Waitressyoand;Aldoaria
1309331718524952600;clickbandung;KNumassage,pejuangdolars,tetanggakamuu,Nyonyondh;tetanggakamuu
1301448531547308000;clickbandung;tetanggakamuu;Ronizukipurnama,tetanggakamuu
1298415754912526300;clickbandung;;Setiadi
1298139131843813400;clickbandung;dedihermanto813;dedihermanto813
1290267202935906300;clickbandung;Biano64,xolovelymasopai,jiwanusantara87,dkimy0102;
1290157208974446600;clickbandung;sang_penyendiri;dedihermanto813
1334004590254071800;aomcakrapura;AaHermawan16,Bella68710210,MaryamM04135566;
1351886643192479700;rickynsas;;
1346032460623085600;rickynsas;Lamz48;
1344904216628719600;rickynsas;;
1343153217849344000;rickynsas;bintilbintil;
1339154006178873300;rickynsas;myudiman;
1339105545433673700;rickynsas;;
1328724654618333200;rickynsas;;
1326588974693904400;rickynsas;;
1326049409142935600;rickynsas;;
1325984789007007700;rickynsas;Irpanurdinn1;
1325775743909949400;rickynsas;;
1320008556314177500;rickynsas;ecy2612,akur125,WikeWok,Derryrahadian,WSoemardi,ImanudinYandi,dedyulinwae,samuraizeta,Coz_Wara,IntanaArt,flowerdimz,tabahsemesta_,ali4wd,hari_noir,Dewa43356857,Ferry_Natapoera,luqman78,Randesya,bmulyana16,Denkuden,IsmailHamzahS1,lippie124,sally_rw,Soimah78386387,Ades24891868,mulyantara_g,willymanjoer,zamnurz;luqman78,PRFMnews
1311807861270274000;rickynsas;ibobmz,potemalate,irakanda,ventull_corexx;untieno,evylagi
1300432811229290500;rickynsas;malhamahkubro;
1296467976082919400;rickynsas;;
1296046172587479000;rickynsas;myudiman,ventull_corexx;eLganufa
1339239802638532600;adinary;;
1336218384896127000;adinary;alfiyah96,eriipurnomo;
1349372687940927500;deffender13;;
1349620342554206200;harry_soedyanto;;
1346612009333268500;harry_soedyanto;;
1338307120773607400;harry_soedyanto;;
1350989609426165800;titiktitikblank;;
1347113806065852400;titiktitikblank;;
1342289814536667100;titiktitikblank;;
1340270189468811300;titiktitikblank;;
1340132157725950000;titiktitikblank;;
1340130115720597500;titiktitikblank;;
1339746227961823200;titiktitikblank;;
1339512594671882200;titiktitikblank;Sijantes_Kribo;
1337799222381273000;titiktitikblank;;
1337783294415446000;titiktitikblank;;
1333424472322232300;titiktitikblank;;
1307601560910721000;titiktitikblank;;
1339219305829810200;bondeng11;kartakusumah1;PRFMnews
