tweet_id;username;likes;retweet
1393086171547242500;fitradiobandung;;
1392708180921045000;fitradiobandung;;
1392300997821689900;fitradiobandung;;RECOVERADIO
1392013855820189700;fitradiobandung;;
1391968053827625000;fitradiobandung;;
1391666818926866400;fitradiobandung;;
1391654236119777300;fitradiobandung;;
1391607175970185200;fitradiobandung;;
1391574964088672300;fitradiobandung;;
1391559612751433700;fitradiobandung;;
1391311980821155800;fitradiobandung;;
1390808664529940500;fitradiobandung;;
1390215757955403800;fitradiobandung;;
1390170710811844600;fitradiobandung;;
1390095968457171000;fitradiobandung;;
1389100408216428500;fitradiobandung;opikgypsycan;
1389084302067990500;fitradiobandung;;
1388694483571667000;fitradiobandung;;
1388412877841784800;fitradiobandung;;
1388271949315379200;fitradiobandung;;
1387984555638853600;fitradiobandung;;
1387968701278965800;fitradiobandung;;
1387921137674461200;fitradiobandung;;
1387665704648904700;fitradiobandung;;
1387603545583624200;fitradiobandung;;
1387317158233796600;fitradiobandung;;
1387271859469701000;fitradiobandung;;
1387257263404949500;fitradiobandung;;
1387225597529628700;fitradiobandung;;
1387196613626454000;fitradiobandung;;
1386879524403560400;fitradiobandung;;
1386576779792593000;fitradiobandung;;
1386562434966585300;fitradiobandung;;
1386547083834921000;fitradiobandung;;
1386178152804716500;fitradiobandung;;
1385897554303504400;fitradiobandung;;
1385815764809158700;fitradiobandung;;
1385445575521341400;fitradiobandung;;
1385097532267802600;fitradiobandung;;
1385083439477674000;fitradiobandung;;
1384749992473239600;fitradiobandung;;
1384734892886478800;fitradiobandung;;
1384704694224781300;fitradiobandung;;
1384403207397417000;fitradiobandung;;
1384358663725281300;fitradiobandung;;
1384343815910092800;fitradiobandung;;
1384040316135686100;fitradiobandung;;
1383995520721490000;fitradiobandung;;
1383979918250360800;fitradiobandung;;
1383641437795872800;fitradiobandung;;
1383339573548183600;fitradiobandung;;
1383258917463945200;fitradiobandung;;
1382968503725088800;fitradiobandung;;
1382923960224944000;fitradiobandung;;
1382893509406036000;fitradiobandung;;
1382627255671738400;fitradiobandung;;
1382605612891136000;fitradiobandung;;
1382576420023529500;fitradiobandung;;
1382545969418358800;fitradiobandung;;
1382530366934818800;fitradiobandung;;
1382243979589206000;fitradiobandung;;
1382167979035484200;fitradiobandung;;
1381836041456341000;fitradiobandung;;
1381789844326604800;fitradiobandung;;
1381538833334825000;fitradiobandung;;
1381489004911100000;fitradiobandung;;
1381444209547358200;fitradiobandung;;
1381176445230256000;fitradiobandung;;
1381131146612777000;fitradiobandung;;
1380807769691889700;fitradiobandung;;
1380736798217928700;fitradiobandung;;
1380432543498055700;fitradiobandung;;
1380372397316960300;fitradiobandung;;
1380071162315739100;fitradiobandung;;
1380041874677723100;fitradiobandung;;
1379994406602743800;fitradiobandung;;
1379692165064917000;fitradiobandung;;
1379676059080257500;fitradiobandung;;RECOVERADIO,akoemala
1379647369701060600;fitradiobandung;;
1379285736822763500;fitradiobandung;PersatuanIND;
1379269379167301600;fitradiobandung;;
1378968647356412000;fitradiobandung;;
1378951283311222800;fitradiobandung;;
1378923349049438200;fitradiobandung;;
1378891977199001600;fitradiobandung;;
1378618339065536500;fitradiobandung;;
1378571782303666200;fitradiobandung;;
1378550391453941800;fitradiobandung;;
1378293701298974700;fitradiobandung;;
1378225754597695500;fitradiobandung;;
1378143963568308200;fitradiobandung;;
1377879973982134300;fitradiobandung;;
1377864623165112300;fitradiobandung;;
1377822679051366400;fitradiobandung;;
1377789377305174000;fitradiobandung;;
1377487638811263000;fitradiobandung;;
1377456936900157400;fitradiobandung;RECOVERADIO;
1377189927113359400;fitradiobandung;;
1377125250878476300;fitradiobandung;;
1377110654725816300;fitradiobandung;RECOVERADIO;
1377064853014216700;fitradiobandung;;
1376447031867236400;fitradiobandung;;
1376430674173849600;fitradiobandung;;
1376400223501705200;fitradiobandung;;
1376385124036702200;fitradiobandung;;
1376114339862573000;fitradiobandung;;RECOVERADIO
1376094207127916500;fitradiobandung;;
1376052683619119000;fitradiobandung;;RECOVERADIO
1375751952269779000;fitradiobandung;;
1375668904580747300;fitradiobandung;;
1375607248513212400;fitradiobandung;;
1375378742764167200;fitradiobandung;;
1375327908097454000;fitradiobandung;;
1375297708953628700;fitradiobandung;;
1375283615999926300;fitradiobandung;;
1375237814183325700;fitradiobandung;;
1375016103248679000;fitradiobandung;;
1374995719275221000;fitradiobandung;;
1374980871053222000;fitradiobandung;;
1374935824165376000;fitradiobandung;;
1374874923349512200;fitradiobandung;;
1374605145288286200;fitradiobandung;;
1374574946324676600;fitradiobandung;;
1374559343677378600;fitradiobandung;;
1374527634986573800;fitradiobandung;;
1374272201550102500;fitradiobandung;;
1374257353676230700;fitradiobandung;;
1374227154486112300;fitradiobandung;;
1374212055134216200;fitradiobandung;;
1373893707422912500;fitradiobandung;;
1373878356492619800;fitradiobandung;;
1373848408893579300;fitradiobandung;;
1373577624849502200;fitradiobandung;;
1373557492035240000;fitradiobandung;;
1373517226943209500;fitradiobandung;;
1373495835615490000;fitradiobandung;;
1373474444883193900;fitradiobandung;;
1373197622790398000;fitradiobandung;;
1373071791632101400;fitradiobandung;;
1372821392077508600;fitradiobandung;;
1372806292419403800;fitradiobandung;;
1372747404340990000;fitradiobandung;;RECOVERADIO,akoemala
1372459758721065000;fitradiobandung;;
1372398857527599000;fitradiobandung;;
1372383506936995800;fitradiobandung;RECOVERADIO;
1372097370863894500;fitradiobandung;;
1372081768170279000;fitradiobandung;;
1372051317573685200;fitradiobandung;;
1372036218364461000;fitradiobandung;;
1372021119088136200;fitradiobandung;;
1371990919868608500;fitradiobandung;;RECOVERADIO
1371719128776605700;fitradiobandung;;
1371704532388941800;fitradiobandung;;
1371689181387268000;fitradiobandung;RECOVERADIO;
1371674081658089500;fitradiobandung;;RECOVERADIO
1371658479379697700;fitradiobandung;;
1371642874102616000;fitradiobandung;;
1371372343683993600;fitradiobandung;;
1371356489265291300;fitradiobandung;;
